1.455219970999999987e+03 1.455219970999999987e+03 1.397430053999999927e+03 1.399420043999999962e+03 1.399420043999999962e+03 1.009000000000000000e+09
1.399420043999999962e+03 1.413270019999999931e+03 1.377680053999999927e+03 1.402109985000000052e+03 1.402109985000000052e+03 1.085500000000000000e+09
1.402109985000000052e+03 1.411900024000000030e+03 1.392099975999999970e+03 1.403449951000000056e+03 1.403449951000000056e+03 1.092300000000000000e+09
1.403449951000000056e+03 1.441469970999999987e+03 1.400729980000000069e+03 1.441469970999999987e+03 1.441469970999999987e+03 1.225200000000000000e+09
1.441469970999999987e+03 1.464359985000000052e+03 1.441469970999999987e+03 1.457599975999999970e+03 1.457599975999999970e+03 1.064800000000000000e+09
1.457599975999999970e+03 1.458660033999999996e+03 1.434420043999999962e+03 1.438560058999999910e+03 1.438560058999999910e+03 1.014000000000000000e+09
1.438560058999999910e+03 1.442599975999999970e+03 1.427079956000000038e+03 1.432250000000000000e+03 1.432250000000000000e+03 9.746000000000000000e+08
1.432250000000000000e+03 1.454199951000000056e+03 1.432250000000000000e+03 1.449680053999999927e+03 1.449680053999999927e+03 1.030400000000000000e+09
1.449680053999999927e+03 1.473000000000000000e+03 1.449680053999999927e+03 1.465150024000000030e+03 1.465150024000000030e+03 1.085900000000000000e+09
1.465150024000000030e+03 1.465150024000000030e+03 1.451300048999999944e+03 1.455140014999999948e+03 1.455140014999999948e+03 1.056700000000000000e+09
1.455140014999999948e+03 1.461390014999999948e+03 1.448680053999999927e+03 1.455900024000000030e+03 1.455900024000000030e+03 1.087800000000000000e+09
1.455900024000000030e+03 1.465709961000000021e+03 1.438540038999999979e+03 1.445569946000000073e+03 1.445569946000000073e+03 1.100700000000000000e+09
1.445569946000000073e+03 1.453180053999999927e+03 1.439599975999999970e+03 1.441359985000000052e+03 1.441359985000000052e+03 1.209800000000000000e+09
1.441359985000000052e+03 1.454089966000000004e+03 1.395420043999999962e+03 1.401530029000000013e+03 1.401530029000000013e+03 1.115800000000000000e+09
1.401530029000000013e+03 1.414260009999999966e+03 1.388489990000000034e+03 1.410030029000000013e+03 1.410030029000000013e+03 1.073700000000000000e+09
1.410030029000000013e+03 1.412729980000000069e+03 1.400160033999999996e+03 1.404089966000000004e+03 1.404089966000000004e+03 1.117300000000000000e+09
1.404089966000000004e+03 1.418859985000000052e+03 1.370989990000000034e+03 1.398560058999999910e+03 1.398560058999999910e+03 1.129500000000000000e+09
1.398560058999999910e+03 1.398560058999999910e+03 1.356199951000000056e+03 1.360160033999999996e+03 1.360160033999999996e+03 1.095800000000000000e+09
1.360160033999999996e+03 1.394479980000000069e+03 1.350140014999999948e+03 1.394459961000000021e+03 1.394459961000000021e+03 9.938000000000000000e+08
1.394459961000000021e+03 1.412489990000000034e+03 1.384790038999999979e+03 1.409280029000000013e+03 1.409280029000000013e+03 9.810000000000000000e+08
1.409280029000000013e+03 1.420609985000000052e+03 1.403489990000000034e+03 1.409119995000000017e+03 1.409119995000000017e+03 1.038600000000000000e+09
1.409119995000000017e+03 1.425780029000000013e+03 1.398520019999999931e+03 1.424969970999999987e+03 1.424969970999999987e+03 1.146500000000000000e+09
1.424969970999999987e+03 1.435910033999999996e+03 1.420630004999999983e+03 1.424369995000000017e+03 1.424369995000000017e+03 1.045100000000000000e+09
1.424369995000000017e+03 1.427150024000000030e+03 1.413329956000000038e+03 1.424239990000000034e+03 1.424239990000000034e+03 9.181000000000000000e+08
1.424239990000000034e+03 1.441829956000000038e+03 1.424239990000000034e+03 1.441719970999999987e+03 1.441719970999999987e+03 1.047700000000000000e+09
1.441719970999999987e+03 1.444550048999999944e+03 1.411650024000000030e+03 1.411709961000000021e+03 1.411709961000000021e+03 1.050500000000000000e+09
1.411699951000000056e+03 1.422099975999999970e+03 1.406430053999999927e+03 1.416829956000000038e+03 1.416829956000000038e+03 1.058800000000000000e+09
1.416829956000000038e+03 1.416829956000000038e+03 1.378890014999999948e+03 1.387119995000000017e+03 1.387119995000000017e+03 1.025700000000000000e+09
1.387119995000000017e+03 1.394930053999999927e+03 1.380530029000000013e+03 1.389939941000000090e+03 1.389939941000000090e+03 9.273000000000000000e+08
1.389939941000000090e+03 1.407719970999999987e+03 1.376250000000000000e+03 1.402050048999999944e+03 1.402050048999999944e+03 1.092100000000000000e+09
1.402050048999999944e+03 1.404550048999999944e+03 1.385579956000000038e+03 1.387670043999999962e+03 1.387670043999999962e+03 1.018800000000000000e+09
1.387670043999999962e+03 1.399880004999999983e+03 1.380069946000000073e+03 1.388260009999999966e+03 1.388260009999999966e+03 1.034800000000000000e+09
1.388260009999999966e+03 1.388589966000000004e+03 1.345319946000000073e+03 1.346089966000000004e+03 1.346089966000000004e+03 1.042300000000000000e+09
1.346089966000000004e+03 1.358109985000000052e+03 1.331880004999999983e+03 1.352170043999999962e+03 1.352170043999999962e+03 9.800000000000000000e+08
1.352170043999999962e+03 1.370109985000000052e+03 1.342439941000000090e+03 1.360689941000000090e+03 1.360689941000000090e+03 9.937000000000000000e+08
1.360689941000000090e+03 1.364800048999999944e+03 1.329880004999999983e+03 1.353430053999999927e+03 1.353430053999999927e+03 1.215000000000000000e+09
1.353430053999999927e+03 1.362140014999999948e+03 1.329150024000000030e+03 1.333359985000000052e+03 1.333359985000000052e+03 1.065200000000000000e+09
1.333359985000000052e+03 1.360819946000000073e+03 1.325069946000000073e+03 1.348050048999999944e+03 1.348050048999999944e+03 1.026500000000000000e+09
1.348050048999999944e+03 1.369630004999999983e+03 1.348050048999999944e+03 1.366420043999999962e+03 1.366420043999999962e+03 1.204300000000000000e+09
1.366420043999999962e+03 1.383459961000000021e+03 1.366420043999999962e+03 1.379189941000000090e+03 1.379189941000000090e+03 1.274100000000000000e+09
1.379189941000000090e+03 1.386560058999999910e+03 1.370349975999999970e+03 1.381760009999999966e+03 1.381760009999999966e+03 1.198600000000000000e+09
1.381760009999999966e+03 1.410880004999999983e+03 1.381760009999999966e+03 1.409170043999999962e+03 1.409170043999999962e+03 1.150300000000000000e+09
